unitid,headcountAll,headcountUndergrad
363721,384,0
363934,1343,1252
364016,15246,15246
364025,19611,19611
364168,710,710
364885,,
364955,1418,1418
364973,1400,1400
365055,2387,2387
365204,3453,3453
365426,342,0
366003,111,88
366252,7313,7313
366261,330,330
366270,962,962
366340,1249,1249
366368,109,0
366395,34629,34629
366401,11733,11733
366447,2110,2110
366465,3261,3261
366535,1126,1126
366544,839,839
366553,2641,2641
366580,885,885
366605,86,0
366650,1098,1098
366678,1095,1095
366696,1369,1369
366702,765,0
366711,10669,9797
366748,733,270
366757,703,0
366793,118,0
366960,1102,1102
367024,1297,1208
367097,226,226
367103,66,66
367112,1256,1256
367194,809,797
367316,349,349
367361,58,58
367413,420,420
367459,12273,12273
367839,176,117
367884,3480,3114
367909,969,969
367936,3551,680
367954,1861,0
368443,1162,1162
368452,445,445
368601,2017,2017
368629,1275,1275
368780,610,610
368805,741,741
368911,2458,2458
369002,744,0
369084,1164,1164
369455,140,140
369516,641,641
369659,318,0
369817,87,0
369862,565,565
369905,1684,1684
371052,628,628
371760,2806,2806
371779,2715,2715
371982,1118,1118
372037,1729,1729
372073,593,593
372213,442033,359464
372222,9106,8045
372329,1819,1819
372523,,
372578,923,923
372772,527,527
372921,1310,1310
372958,1021,1021
373058,612,612
373085,710,710
373447,46,46
373827,566,566
374024,494,0
374875,1362,1362
374972,973,973
375230,125,125
375416,1018,1018
375489,1226,1226
375841,1028,1028
375939,564,564
376039,87,87
376136,755,755
377069,1496,1496
377111,1004,1004
377342,178,178
377449,527,527
377458,557,557
377546,108,108
377555,4592,4005
377564,4539,3856
377652,220,220
377661,103,103
378406,1234,1234
378576,805,212
379029,1342,1342
379782,396,233
380094,753,753
380359,730,730
380368,2888,2888
380377,1234,1234
380438,812,812
380465,3100,1835
381352,188,0
381459,250,0
381617,1960,1950
381732,354,354
381741,274,274
381787,610,610
381796,191,191
381909,1786,1786
381945,249,249
382504,655,655
382771,1098,1098
382896,533,533
382911,217,217
382957,860,860
383020,122,22
383190,4832,4832
383950,624,624
383996,1710,1710
384193,610,610
384209,1155,1155
384254,173,173
384306,221,0
384333,12508,12508
384342,10463,10463
384360,,
384379,,
384388,,
384397,,
384412,618,618
384421,82,82
385008,1156,1156
385503,679,679
385619,1921,1797
386472,737,737
387925,510,510
388043,1548,1548
388520,629,629
389727,809,809
390701,46430,46099
391582,1063,1063
392257,689,689
392840,468,468
393180,984,984
395362,2594,2594
397270,54,46
398130,835,835
398574,2676,2676
399212,20138,20138
399869,969,969
399911,444,441
401223,347,158
401250,271,0
402615,1245,1079
402776,321,321
402828,585,0
403469,7496,7496
403478,1816,1816
403487,19684,19684
404055,877,877
404073,4470,4420
404082,7710,7671
404338,322,227
404365,647,647
404374,440,440
404383,1024,1024
404426,6829,6829
404480,,
404499,2037,2037
404505,1024,1024
404514,1290,1290
404648,2836,2832
404912,1883,1883
404921,774,774
404994,8659,8659
405058,161,161
405854,118,118
405872,5473,5473
405979,2991,2330
405988,2622,1823
405997,4928,4271
406006,2951,2482
406015,14715,12330
406024,1103,1103
406033,1633,1633
406194,684,684
406200,3016,3016
406219,851,851
406264,1274,1274
406547,893,893
407063,1263,1263
407285,593,593
407319,1185,1185
407328,353,353
407629,3091,0
408039,2291,2291
408312,104,104
408394,1149,1149
408844,5472,5463
409069,1058,1058
409254,340,0
409315,39772,39772
409333,74,74
409379,,
409616,561,0
409670,993,993
409698,5616,5170
409829,892,892
409838,803,803
409874,2141,2141
410070,1191,1191
410283,1817,1817
410496,977,977
410502,2917,2917
410520,747,747
410539,437,437
412003,103,103
412173,1062,1062
412599,1783,1783
413413,56009,13933
413617,1130,1130
413626,300,300
413644,103,0
413839,836,836
413848,636,636
413857,1375,1375
413866,811,811
413884,1229,1229
414160,3714,3687
414531,707,707
414568,1293,1293
414586,863,863
414595,883,256
414708,10342,9077
414823,2428,2428
414841,624,624
414878,770,663
414911,3984,3984
414966,182,0
416801,434,434
416962,3729,2894
417318,347,347
417327,582,582
417734,223,223
417752,72,72
418126,1005,704
418870,439,439
418889,413,413
419022,,
419341,185,185
419457,1474,185
419509,5553,4637
419536,2555,0
420006,995,946
420024,370,370
420042,1985,1726
420103,453,453
420246,433,0
420307,12546,12326
420316,1337,1337
420325,86,78
420352,,
420398,21433,21433
420404,940,940
420431,2790,2790
420440,2443,2443
420495,1820,1820
420501,1424,1424
420538,2135,2135
420556,2047,2047
420705,354,0
420723,939,939
420802,,
420866,894,286
420972,3113,0
421009,1060,887
421018,2533,2135
421513,553,553
421708,1387,1387
421832,1017,1017
421878,249,249
422020,155,155
422695,362,362
423476,,
423643,2939,0
423652,764,764
423980,3740,3740
424424,,
426314,22703,15296
427663,789,789
427973,670,670
427982,457,457
428000,277,277
428170,2690,2690
428259,741,610
428268,801,143
428286,1970,1970
428329,171,171
428392,2745,2745
428426,,
428444,1647,1647
429085,153,0
429094,237,0
429128,861,861
429599,1199,1199
430050,510,510
430087,1861,1482
430148,1692,1692
430157,423,423
430166,327,327
430184,7177,5343
430263,1021,1021
430351,589,589
430360,471,471
430379,1059,1059
430388,755,755
430485,120,120
430591,356,0
430704,114,10
430795,315,315
430810,479,472
431141,5938,5938
431886,1148,1148
431983,97,97
432144,,
432199,2345,2345
432214,644,644
432223,1182,1031
432232,2001,1715
432241,1549,1405
432302,501,501
432348,335,0
432357,298,0
432384,879,879
432524,263,263
432533,2961,2961
433004,319,300
433013,961,961
433174,588,588
433387,45879,34271
433420,719,716
433536,592,592
433563,614,614
433660,14709,12858
434016,245,245
434034,1430,1430
434052,1230,1230
434061,6119,6119
434140,1545,1545
434159,549,549
434414,1715,1715
434432,63,63
434441,156,0
434539,598,598
434548,985,985
434557,696,696
434566,667,667
434575,576,576
434584,620,620
434672,35522,35522
434690,519,519
434715,1918,0
434751,136,136
434821,1923,1923
434937,51,51
434946,2918,2307
434955,1824,1541
434964,1375,1133
434973,1037,892
434982,926,851
434991,878,805
435000,1021,78
436094,1158,332
436182,450,450
436191,1199,1199
436225,682,682
436261,185,0
436304,3981,3981
436377,53,0
436429,3435,3435
436438,1153,368
436483,904,904
436599,103,103
436614,100,73
436702,887,887
436818,3207,3207
436827,953,953
436836,1742,1742
437042,1106,1106
437051,1176,1176
437060,586,586
437097,2801,1933
437103,12364,12364
437219,959,959
437316,446,446
437325,839,740
437343,826,0
437361,304,0
437583,152,152
437635,424,424
437662,7186,7186
437732,1543,1543
437750,571,571
437769,747,747
437848,1516,1516
437927,550,550
437936,1022,1022
438151,5954,5781
438179,1226,1226
438212,5443,5443
438258,577,577
438285,869,869
438294,354,354
438382,1005,803
438416,1141,1098
438498,3594,2562
438586,2647,2468
438601,1004,845
438610,1163,1081
438629,209,195
438638,965,965
438647,1271,1271
438665,,
438708,1024,1024
438869,627,627
438902,1220,1127
439020,237,48
439057,677,174
439118,864,864
439127,481,481
439136,747,747
439145,5415,5415
439154,,
439163,5060,5060
439190,4104,4104
439279,1242,1179
439288,1951,1951
439297,767,662
439303,92,92
439312,61,61
439330,186,186
439367,292,292
439394,138,0
439437,704,704
439446,182,73
439455,736,736
439482,431,431
439507,493,493
439525,795,795
439570,1107,1107
439613,310,310
439701,601,311
439738,953,953
439783,178,78
439792,648,648
439817,161,0
439826,864,864
439899,93,93
439914,57,0
439969,258,95
440031,165,0
440110,723,723
440129,611,611
440138,,
440147,950,950
440165,855,855
440174,85,85
440271,753,753
440299,1476,1476
440305,,
440323,580,580
440332,482,482
440341,2933,2933
440378,257,257
440396,169,149
440402,5896,5896
440411,269,25
440420,429,355
440439,1952,1651
440448,3429,3014
440457,667,621
440466,746,668
440484,1770,1770
440536,1622,1622
440545,1008,1008
440572,1642,0
440581,1783,0
440590,1823,1823
440624,3849,3849
440642,1016,1016
440749,622,622
440758,488,488
440767,1369,1369
440776,43,43
440794,391,391
440828,990,824
440873,1557,1557
440882,386,386
440891,408,408
440916,729,0
440925,1041,1041
441025,1275,1275
441052,3092,3092
441070,172,172
441089,2387,2387
441104,315,0
441131,273,0
441159,404,0
441186,963,801
441201,256,256
441229,1307,1307
441238,86,0
441308,3855,0
441371,797,797
441478,277,64
441487,242,242
441502,526,526
441511,755,608
441609,88,88
441636,415,415
441742,1447,1447
441760,3973,3973
441858,234,234
441900,4362,4362
441919,979,979
441928,1258,1258
441937,4644,4433
441955,1441,1441
441964,1071,1071
441973,3056,3056
441982,358,358
442000,,
442037,606,606
442046,1447,1447
442064,90,0
442134,1155,1155
442143,1164,1067
442152,2566,2258
442161,2017,1840
442170,2689,2537
442189,1252,1016
442222,804,290
442231,2295,2295
442295,492,0
442310,608,608
442338,1037,1037
442347,801,801
442356,1485,1485
442365,1089,1089
442383,507,507
442392,154,0
442408,439,439
442426,292,292
442435,61,61
442444,1487,1487
442499,218,218
442505,350,350
442569,16635,14397
442578,538,538
442602,1079,1079
442639,48,48
442684,218,218
442718,807,807
442745,1280,1280
442781,449,449
442790,1932,1932
442806,966,0
442824,2826,2826
442842,408,182
442879,2073,2073
442897,280,220
442930,1403,1391
442949,114,114
443049,457,195
443058,25,25
443076,240,6
443128,1694,0
443270,363,363
443331,1470,1427
443340,157,157
443368,,
443377,210,210
443410,926,858
443438,528,528
443456,329,284
443465,267,241
443474,1604,1400
443492,4025,4025
443526,1127,1127
443535,871,871
443544,941,850
443599,398,347
443623,1844,1844
443650,919,919
443687,1267,1267
443696,52,52
443702,15,0
443711,,
443739,518,518
443748,959,959
443766,3816,2626
443784,4773,3656
443827,728,728
443836,944,944
443854,1209,1209
443881,1493,1411
443890,1909,1777
443906,344,290
443924,1397,1276
443988,885,0
443997,546,546
444024,1813,1813
444033,301,301
444060,251,251
444088,971,971
444103,15,0
444121,607,607
444130,11792,680
444158,43980,39772
444167,5461,5459
444219,12442,12442
444255,750,750
444343,299,299
444361,90,90
444389,767,767
444398,251,251
444413,139,127
444477,,
444547,66,66
444565,397,397
444574,1097,1097
444699,48,0
444714,1459,1459
444723,7780,4620
444778,207,158
444787,52,52
444927,676,676
444954,4249,4249
444972,415,415
444990,540,540
445009,,
445018,2233,2233
445027,31331,27100
445072,1072,1072
445081,778,778
445090,767,767
445115,1165,1165
445124,1092,1092
445133,845,701
445142,624,624
445188,5399,5136
445197,973,973
445203,1092,1092
445230,1829,1829
445249,670,670
445258,499,499
445267,5676,5385
445276,868,868
445300,771,771
445319,408,352
445328,617,617
445337,437,437
445346,747,747
445355,310,310
445391,378,345
445407,650,650
445416,396,373
445434,1297,1297
445452,2256,2256
445470,691,691
445559,514,514
445601,1147,1147
445610,453,453
445674,1232,1232
445692,395,395
445708,2824,2824
445717,3594,3152
445726,696,696
445735,1263,369
445744,768,768
445753,429,429
445762,344,344
445814,1186,1186
445869,87,0
445920,902,902
445939,445,445
445948,378,378
446002,106,0
446039,52,0
446048,898,774
446093,256,256
446127,220,220
446136,912,912
446163,186,186
446233,213,213
446385,216,216
446394,125,87
446446,241,241
446552,2389,2389
446561,1009,1009
446598,60,60
446604,1415,1415
446613,47,47
446640,351,238
446668,1083,1083
446677,325,325
446701,79,79
446710,246,233
446729,66,58
446738,1659,1367
446747,940,887
446756,892,816
446765,695,602
446774,6027,6027
446792,1059,1059
446808,605,605
446817,819,819
446835,2030,2030
446844,1357,1357
446880,667,667
446899,1007,1007
446905,961,961
446914,1759,1759
446923,907,907
446932,693,0
446978,,
447014,463,463
447050,669,480
447069,833,833
447102,922,922
447120,679,679
447236,477,477
447263,1395,1395
447272,915,379
447290,1679,1679
447351,757,757
447360,636,636
447379,334,334
447388,560,560
447421,754,754
447458,921,921
447476,465,465
447485,287,287
447582,4362,4362
447625,552,552
447634,686,686
447652,867,812
447661,596,467
447670,654,654
447689,9998,9998
447698,139,0
447768,2665,2665
447777,500,500
447801,267,0
447847,171,171
447935,571,571
447953,379,361
448114,1242,1242
448239,179,179
448284,3040,1171
448309,2226,1892
448336,,
448345,1611,1611
448354,222,222
448372,200,200
448381,,
448415,1527,1527
448442,943,943
448451,873,873
448460,441,441
448479,1191,1191
448488,667,667
448497,721,721
448503,797,797
448512,921,921
448521,106,86
448530,908,864
448549,,
448558,272,260
448567,1374,1269
448576,3291,3291
448585,821,821
448594,5734,5734
448600,361,361
448628,703,703
448637,,
448655,388,388
448664,880,880
448673,3070,3070
448691,134,0
448734,665,192
448752,822,822
448761,440,440
448789,1731,1731
448804,567,567
448822,61,45
448831,192,170
448840,5416,4721
448859,221,221
448877,231,231
449010,1484,1484
449038,5563,4219
449074,1436,1436
449083,624,624
449092,481,481
449117,1081,1081
449126,457,457
449302,87,87
449339,110644,89175
449348,131,131
449454,108,108
449481,65,0
449506,622,622
449524,367,367
449579,38,0
449612,218,218
449658,163,163
449764,131,131
449870,278,104
449889,6211,0
449898,1320,1009
449922,221,0
449931,2188,1340
450003,963,963
450049,1055,1055
450058,1097,1097
450067,964,964
450085,1098,1098
450094,1881,1881
450128,707,707
450155,425,425
450173,17760,17760
450191,894,894
450207,427,427
450216,1133,1133
450225,911,911
450234,781,781
450243,1296,1296
450252,1075,1075
450261,426,426
450270,809,809
450289,732,732
450298,668,539
450304,233,0
450377,1751,929
450401,510,510
450429,460,460
450447,648,648
450456,795,707
450465,895,895
450474,1492,1372
450483,283,274
450492,810,782
450508,307,307
450517,462,462
450526,1134,567
450535,851,287
450544,643,280
450571,2130,2130
450696,624,624
450702,828,828
450766,313,59
450933,33772,25169
450942,1079,0
450979,15808,8769
451060,385,330
451079,102,0
451088,,
451103,1201,1201
451112,,
451130,235,0
451370,74,74
451398,187,187
451404,277,277
451510,716,0
451556,1831,1831
451608,126,126
451662,24550,24550
451671,2480,2226
451680,,
451699,2408,2408
451705,130,130
451750,1639,1639
451769,1011,1011
451796,1519,1519
451820,2310,2310
451848,1049,1049
451857,652,652
451866,808,808
451875,760,760
451884,1075,1075
451909,732,732
451936,662,662
451945,767,767
451954,447,447
451963,698,698
451972,707,707
451981,534,534
451990,791,791
452018,826,826
452027,1244,1244
452054,1228,1228
452063,1809,1809
452090,478,232
452115,1081,1081
452124,958,958
452133,,
452373,878,878
452948,859,859
453109,370,370
453127,1479,1254
453163,7442,4698
453215,1354,1063
453349,559,559
453455,415,415
453464,613,613
453473,412,412
453482,328,328
453747,367,367
453817,367,367
454175,724,724
454184,493,493
454209,157,157
454218,,
454227,3632,1764
454236,821,821
454245,537,537
454306,466,466
454403,,
454412,,
454421,,
454430,,
454449,,
454458,302,302
454582,850,719
454591,336,336
454616,535,535
454625,1121,1121
454689,684,2
454698,420,420
454740,340,340
454829,2058,439
454838,40,0
454856,718,718
454865,337,337
454883,1030,1030
455099,68,0
455114,12015,12015
455169,1274,0
455178,67,0
455196,2037,2037
455257,289,289
455390,361,361
455406,294,0
455433,229,0
455479,1175,1175
455488,887,887
455512,4057,4057
455567,599,599
455585,395,395
455600,937,937
455619,860,860
455628,1519,1519
455646,165,165
455655,1106,1106
455664,732,0
455673,95,95
455682,317,0
455716,1141,1141
455770,71,71
455804,170,0
455813,87,0
455983,448,448
455992,410,0
456010,338,338
456038,956,956
456056,889,889
456180,516,516
456205,1113,1113
456278,659,659
456296,3273,3273
456311,549,549
456348,21280,15651
456357,897,897
456366,889,889
456375,590,590
456393,333,333
456409,498,498
456418,663,663
456427,552,552
456436,595,595
456445,735,735
456454,545,545
456481,178,86
456490,240,177
456542,235,0
456612,920,920
456621,395,330
456630,247,183
456667,2018,1709
456782,607,607
456791,1452,1452
456807,374,373
456816,734,734
456834,378,272
456852,1222,1222
456940,715,715
456959,290,290
456977,347,347
456995,287,287
457004,225,225
457022,535,535
457101,258,258
457110,408,408
457129,460,460
457183,158,158
457226,84,84
457271,70,0
457299,193,193
457402,95,67
457484,136,117
457527,585,585
457688,421,421
457697,70,70
458113,92,92
458140,93,93
458159,179,0
458186,498,498
458210,1673,1673
458229,1150,1150
458238,90,90
458247,418,418
458256,1303,1303
458283,711,711
458371,436,436
458405,1487,1487
458432,238,238
458441,785,785
458496,690,690
458502,1216,1216
458511,52,0
458557,797,797
458593,660,660
458609,1237,1237
458618,670,670
458636,575,575
458645,568,568
458654,1143,1143
458663,1019,1019
458681,272,272
458690,866,866
458706,868,868
458715,356,356
458733,502,502
458742,381,381
458751,405,405
458760,524,520
458779,543,543
458797,779,779
458885,379,272
458919,9767,7175
458937,359,281
458955,569,453
458964,3844,2634
458973,1599,1256
458982,1088,1088
458991,644,644
459091,123,123
459107,775,775
459204,1078,1078
459222,89,3
459259,938,851
459268,808,679
459356,154,154
459417,61,61
459587,642,642
459596,693,693
459602,364,364
459611,495,495
459620,259,259
459639,729,729
459648,274,274
459657,438,438
459666,474,474
459675,465,465
459684,724,724
459693,577,577
459709,871,871
459718,990,990
459727,293,127
459736,1538,0
459745,208,0
459815,203,203
459824,1588,102
459833,135,135
459842,584,583
459851,327,325
459930,1328,1328
459994,6774,4956
460020,620,620
460039,983,983
460048,864,864
460075,,
460136,564,564
460181,482,482
460190,571,571
460206,812,812
460215,510,510
460349,120,120
460358,931,931
460394,16032,16032
460464,13909,13909
460473,209,209
460613,809,809
460668,293,293
460729,1873,1873
460738,3102,1960
460747,618,618
460774,584,584
460783,330,330
460817,950,950
460826,530,530
460835,1236,1236
460844,517,517
460853,632,632
460871,276,276
460899,905,905
460923,564,564
460941,35,0
461005,218,218
461014,1299,1299
461023,1392,1392
461032,138,138
461069,,
461120,108,0
461139,85,0
461148,2794,2072
461236,429,302
461281,110,96
461315,129,129
461485,87,6
461528,141,141
461643,40,25
461759,122,122
461777,48,48
461795,250,250
461847,68,68
461883,109,68
461953,42,42
462044,49,0
462080,182,0
462099,512,0
462105,1701,0
462114,1273,0
462123,443,0
462132,222,0
462141,476,0
462150,346,0
462169,127,0
462178,132,0
462187,324,0
462196,82,0
462202,24,0
462211,415,0
462220,175,0
462239,102,102
462257,334,334
462266,212,212
462354,224,160
462363,208,208
462372,203,203
462390,110,110
462406,46,46
465812,719,684
466152,339,339
466161,175,175
466170,565,565
466189,245,245
466514,408,408
466523,126,126
466921,11388,11388
466930,163,163
467058,230,230
467368,208,208
467793,212,212
468006,161,0
468015,568,568
468024,310,233
468398,178,178
469188,371,371
469568,468,468
469629,244,244
469975,231,231
470092,499,499
470162,830,830
470852,185,185
470861,355,355
470870,210,210
470889,538,538
470898,427,427
470904,211,211
474702,185,173
474863,308,308
474881,150,150
474890,497,497
474906,108,108
474951,877,765
474960,426,370
474979,447,419
475033,,
475042,264,264
475051,139,139
475060,280,280
475079,318,318
475121,31604,29898
475130,159,159
475176,315,315
475185,153,153
475194,407,407
475200,477,467
475228,111,0
475237,83,22
475246,222,222
475273,2666,1851
475291,389,389
475352,1023,1023
475370,683,683
475422,101,101
475477,57,57
475495,418,0
475510,81,0
475565,,
475583,168,168
475592,104,104
475608,380,274
475617,369,369
475635,21,21
475699,82,82
475714,458,458
475732,,
475741,,
475787,2,1
475839,50,50
475857,7,7
475866,,
475875,160,139
475884,146,123
476072,27,26
476203,86,86
476319,13,13
476337,61,61
476382,120,120
476391,16,16
476601,55,55
476692,54,54
476717,228,228
476948,139,139
476975,5296,3772
477011,,
477020,163,128
477039,46,46
477950,81,81
477996,232,232
478005,151,151
478014,233,233
479549,356,356
479558,178,178
479567,46,46
479576,80,80
479585,65,65
479594,210,210
479600,116,116
479619,97,97
479628,286,286
479637,29,29
479646,52,52
479655,78,78
479664,21,21
479770,65,58
479956,10316,5488
480064,,
480073,127,123
480082,72,64
480091,5506,5506
480107,,
480116,,
480134,710,669
480143,37,37
480152,441,441
480189,1486,1486
480198,1686,1504
480204,69,69
480301,,
480444,525,2
480480,15,15
480499,44,6
480505,24,24
480514,414,414
480569,7471,5504